Fiscal_Year,Amount
2020,0
2020,47500
2020,600
2020,18200
2020,4200
2020,0
2020,600
2020,2400
2020,0
2020,0
2020,400
2020,100
2020,1200
2020,900
2020,0
2020,4137000
2020,900
2020,0
2020,3500
2020,9300
2020,1000
2020,0
2020,3700
2020,0
2020,326500
2020,19581500
2020,275500
2020,638000
2020,0
2020,20900
2020,6700
2020,100
2020,21700
2020,73900
2020,100
2020,7500
2020,0
2020,300
2020,1000
2020,900
2020,7000
2020,200
2020,100
2020,2000
2020,2200
2020,1500
2020,1600
2020,200
2020,500
2020,100
2020,100
2020,100
2020,7000
2020,100
2020,100
2020,147400
2020,5500
2020,0
2020,348800
2020,50000
2020,141300
2020,400
2020,200
2020,0
2020,300
2020,0
2020,300
2020,0
2020,7700
2020,800
2020,500
2020,200
2020,200
2020,600
2020,8400
2020,1100
2020,200
2020,0
2020,300
2020,231000
2020,20900
2020,0
2020,0
2020,546500
2020,47500
2020,0
2020,0
2020,2862900
2020,136800
2020,0
2020,0
2020,35000
2020,0
2020,500
2020,2400
2020,500
2020,400
2020,300
2020,0
2020,0
2020,0
2020,0
2020,900
2020,600
2020,6815.59
2020,4500
2020,0
2020,0
2020,186700
2020,23059000
2020,337700
2020,1079400
2020,0
2020,400
2020,0
2020,200
2020,0
2020,203500
2020,37200
2020,2600
2020,0
2020,2500
2020,200
2020,2600
2020,200
2020,4000
2020,200
2020,2500
2020,9000
2020,550000
2020,172700
2020,0
2020,23400
2020,13.5
2020,1250100
2020,423900
2020,0
2020,149200
2020,4190000
2020,1218000
2020,0
2020,0
2020,0
2020,0
2020,53000
2020,400
2020,500
2020,100
2020,800
2020,0
2020,0
2020,0
2020,0
2020,43300
2020,36100
2020,230300
2020,0
2020,600
2020,0
2020,2000
2020,0
2020,25300
2020,400
2020,0
2020,0
2020,0
2020,1000
2020,400
2020,482000
2020,400
2020,0
2020,0
2020,0
2020,0
2020,0
2020,300
2020,0
2020,4600
2020,159500
2020,31554100
2020,281400
2020,1170200
2020,0
2020,1900
2020,33600
2020,1400
2020,1200
2020,43800
2020,85400
2020,200
2020,6400
2020,0
2020,300
2020,900
2020,600
2020,100
2020,4000
2020,200
2020,900
2020,1900
2020,0
2020,1300
2020,24400
2020,100
2020,500
2020,0
2020,0
2020,159500
2020,14237500
2020,219200
2020,148200
2020,0
2020,0
2020,25900
2020,1900
2020,0
2020,2600
2020,55800
2020,0
2020,3500
2020,0
2020,57500
2020,300
2020,800
2020,300
2020,3300
2020,300
2020,1800
2020,2000
2020,500
2020,600
2020,200
2020,400
2020,0
2020,4500
2020,100
2020,0
2020,100
2020,500
2020,0
2020,2468400
2020,170300
2020,0
2020,0
2020,44800
2020,500
2020,1600
2020,200
2020,1000
2020,700
2020,0
2020,0
2020,0
2020,0
2020,0
2020,400
2020,100
2020,6800
2020,0
2020,326500
2020,19572000
2020,277600
2020,1473400
2020,0
2020,1100
2020,27800
2020,3100
2020,1400
2020,6700
2020,74500
2020,100
2020,7500
2020,0
2020,0
2020,200
2020,2400
2020,1200
2020,100
2020,1000
2020,700
2020,0
2020,0
2020,0
2020,0
2020,0
2020,1500
2020,0
2020,159500
2020,14340500
2020,245800
2020,296400
2020,0
2020,0
2020,31400
2020,18400
2020,15200
2020,51900
2020,4000
2020,0
2020,200
2020,2000
2020,1800
2020,100
2020,2200
2020,2900
2020,0
2020,2100
2020,0
2020,200
2020,5000
2020,100
2020,100
2020,201200
2020,13200
2020,0
2020,476200
2020,30000
2020,0
2020,2444800
2020,88900
2020,0
2020,14000
2020,4700
2020,413100
2020,301200
2020,258300
2020,100
2020,11200
2020,0
2020,285300
2020,0
2020,5100
2020,1000
2020,11500
2020,20400
2020,23400
2020,3800
2020,2600
2020,1000
2020,3000
2020,1100
2020,7800
2020,2500
2020,59500
2020,8800
2020,0
2020,8300
2020,200
2020,0
2020,100
2020,127500
2020,0
2020,42100
2020,1000
2020,0
2020,0
2020,1000
2020,0
2020,0
2020,0
2020,86300
2020,202000
2020,253100
2020,0
2020,0
2020,5500
2020,65000
2020,15300
2020,8700
2020,1700
2020,0
2020,0
2020,0
2020,400
2020,100
2020,0
2020,2800
2020,900
2020,16800
2020,2513500
2020,6000
2020,10587000
2020,66800
2020,200
2020,381000
2020,5600
2020,0
2020,67100
2020,148200
2020,0
2020,85000
2020,100
2020,0
2020,7400
2020,0
2020,75100
2020,0
2020,0
2020,991000
2020,104700
2020,0
2020,62200
2020,14300
2020,0
2020,0
2020,0
2020,157700
2020,0
2020,200000
2020,600
2020,-1018700
2020,31700
2020,0
2020,82200
2020,135200
2020,1200
2020,19100
2020,270400
2020,0
2020,202000
2020,90800
2020,0
2020,900
2020,154800
2020,5677300
2020,0
2020,483000
2020,9400
2020,1500
2020,7100
2020,100
2020,1300
2020,25000
2020,3900
2020,400
2020,3600
2020,20000
2020,0
2020,0
2020,0
2020,600
2020,100
2020,2400
2020,100
2020,57100
2020,369200
2020,0
2020,0
2020,148500
2020,838200
2020,0
2020,0
2020,829000
2020,3010100
2020,0
2020,0
2020,0
2020,42400
2020,500
2020,7500
2020,19700
2020,200
2020,0
2020,0
2020,0
2020,0
2020,300
2020,802.8599999999999
2020,97100
2020,315300
2020,38600
2020,500800
2020,5600
2020,6444900
2020,612300
2020,1400
2020,42700
2020,680000
2020,33300
2020,86500
2020,44800
2020,256100
2020,0
2020,2035100
2020,84600
2020,64100
2020,1600
2020,4000
2020,26192700
2020,331400
2020,16900
2020,99400
2020,2400
2020,0
2020,14000
2020,234600
2020,1800
2020,2200
2020,16000
2020,0
2020,10400
2020,0
2020,6000
2020,12300
2020,15000
2020,55400
2020,10000
2020,1400
2020,0
2020,0
2020,0
2020,4000
2020,169400
2020,122100
2020,0
2020,0
2020,300
2020,6500
2020,3400
2020,11700
2020,100
2020,0
2020,0
2020,10700
2020,3000
2020,0
2020,0
2020,8300
2020,100
2020,2000
2020,1100
2020,5200
2020,2500
2020,51400
2020,10000
2020,0
2020,0
2020,0
2020,2000
2020,100
2020,242300
2020,94900
2020,136700
2020,2500
2020,3500
2020,2200
2020,2400
2020,18500
2020,0
2020,1200
2020,500
2020,0
2020,5000
2020,100
2020,4500
2020,0
2020,600
2020,185600
2020,172500
2020,56400
2020,0
2020,54800
2020,6115400
2020,10700
2020,0
2020,2800
2020,4540600
2020,0
2020,10700
2020,11400
2020,3300
2020,19000
2020,25000
2020,1000
2020,51000
2020,100
2020,1100
2020,0
2020,3100
2020,0
2020,7200
2020,324700
2020,1000
2020,100
2020,-3298800
2020,0
2020,7300
2020,500
2020,5000
2020,100
2020,26000
2020,3300
2020,67600
2020,7800
2020,404900
2020,21800
2020,0
2020,0
2020,0
2020,970500
2020,2600
2020,900
2020,1811300
2020,0
2020,74800
2020,349000
2020,2400
2020,1100
2020,16800
2020,178500
2020,3400
2020,2600
2020,0
2020,101400
2020,53100
2020,57200
2020,0
2020,137800
2020,132800
2020,0
2020,780900
2020,469900
2020,4500
2020,5000
2020,6800
2020,9400
2020,5700
2020,32000
2020,1200
2020,19400
2020,-40790800
2020,513700
2020,44100
2020,14400
2020,20500
2020,23500
2020,21600
2020,1600
2020,-1120000
2020,-1200000
2020,0
2020,0
2020,1302200
2020,44220400
2020,4914600
2020,0
2020,5729200
2020,0
2020,28000
2020,6000
2020,9200
2020,0
2020,-930000
2020,4500
2020,2300
2020,3700
2020,2100
2020,1000
2020,200
2020,0
2020,5000
2020,2800
2020,400
2020,200
2020,111000
2020,4400
2020,289000
2020,10000
2020,1651900
2020,25800
2020,0
2020,8700
2020,100
2020,0
2020,0
2020,0
2020,0
2020,6700
2020,0
2020,105600
2020,292300
2020,882800
2020,4754900
2020,36544400
2020,71000
2020,11767100
2020,21300
2020,10700
2020,20000
2020,294000
2020,0
2020,0
2020,0
2020,0
2020,4100
2020,75200
2020,0
2020,800
2020,458000
2020,500
2020,200
2020,3800
2020,2100
2020,1000
2020,3000
2020,100
2020,700
2020,6600
2020,300
2020,800
2020,5000
2020,1100
2020,13000
2020,2500
2020,87800
2020,8200
2020,25400
2020,0
2020,0
2020,0
2020,1900
2020,200
2020,40000
2020,1900
2020,22500
2020,400
2020,1158700
2020,500
2020,7500
2020,0
2020,800
2020,10000
2020,0
2020,1500
2020,0
2020,145500
2020,0
2020,35000
2020,14300
2020,0
2020,0
2020,91300
2020,33800
2020,0
2020,0
2020,461200
2020,98000
2020,176000
2020,4700
2020,5000
2020,5000
2020,8000
2020,0
2020,16700
2020,400
2020,4000
2020,50000
2020,90000
2020,10000
2020,300
2020,47200
2020,243800
2020,68600
2020,4100
2020,6100
2020,6700
2020,800
2020,0
2020,0
2020,0
2020,0
2020,0
2020,3659600
2020,981700
2020,23000
2020,0
2020,0
2020,0
2020,8984900
2020,15600
2020,7800
2020,1200
2020,84200
2020,795900
2020,9000
2020,200
2020,700
2020,1200
2020,28000
2020,50200
2020,1000
2020,1100
2020,2200
2020,0
2020,1400
2020,1000
2020,0
2020,10000
2020,4000
2020,400
2020,100
2020,6700
2020,20200
2020,400
2020,100
2020,93000
2020,4400
2020,241800
2020,10400
2020,1363600
2020,26600
2020,0
2020,0
2020,39000
2020,1000
2020,2000
2020,24300
2020,124100
2020,68300
2020,102300
2020,0
2020,0
2020,1900
2020,0
2020,13000
2020,154800
2020,10838500
2020,282700
2020,14500
2020,6200
2020,18100
2020,0
2020,0
2020,2400
2020,800
2020,600
2020,4700
2020,11900
2020,0
2020,23900
2020,27200
2020,4800
2020,300
2020,0
2020,2400
2020,103900
2020,106300
2020,0
2020,100000
2020,1500
2020,2900
2020,3500
2020,431734.12
2020,1800
2020,74100
2020,3700
2020,0
2020,0
2020,200
2020,3800
2020,4800
2020,7400
2020,3300
2020,4842600
2020,2600
2020,38000
2020,66700
2020,7100
2020,53800
2020,0
2020,3000
2020,1200
2020,236600
2020,19500
2020,87000
2020,6000
2020,1500
2020,0
2020,0
2020,205500
2020,57100
2020,43700
2020,600
2020,300
2020,13300
2020,5000
2020,46400
2020,300
2020,300
2020,300
2020,300
2020,12000
2020,10000
2020,5000
2020,1100
2020,2600
2020,85300
2020,8800
2020,0
2020,0
2020,6600
2020,200
2020,1000
2020,500
2020,500
2020,1600
2020,200
2020,86300
2020,202000
2020,467100
2020,0
2020,100
2020,1500
2020,3000
2020,7000
2020,4400
2020,400
2020,200
2020,0
2020,2000
2020,100
2020,84000
2020,2200
2020,218400
2020,5000
2020,1210700
2020,12400
2020,50000
2020,1900
2020,1300
2020,800
2020,-50000
2020,0
2020,1500
2020,0
2020,0
2020,3600
2020,4000
2020,0
2020,9790200
2020,10000
2020,4600
2020,0
2020,62200
2020,3000
2020,31400
2020,1200
2020,72300
2020,700
2020,300
2020,5000
2020,15000
2020,900
2020,50000
2020,15700
2020,179500
2020,74000
2020,1100
2020,192500
2020,2600
2020,1001700
2020,7600
2020,21000
2020,18000
2020,14000
2020,200
2020,200
2020,50000
2020,24000
2020,8000
2020,228300
2020,317500
2020,307800
2020,192300
2020,2300
2020,6400
2020,400
2020,326500
2020,7842100
2020,77600
2020,0
2020,13600
2020,335500
2020,1000
2020,0
2020,82200
2020,30600
2020,0
2020,3500
2020,143300
2020,2000
2020,1000
2020,-3412700
2020,36100
2020,1600
2020,3300
2020,500
2020,100
2020,1000
2020,7000
2020,300
2020,24100
2020,43000
2020,4400
2020,6000
2020,111800
2020,10400
2020,593100
2020,29400
2020,0
2020,0
2020,75000
2020,4600
2020,1400
2020,1600
2020,12000
2020,6500
2020,0
2020,1100
2020,400
2020,1600
2020,400
2020,600
2020,6000
2020,100
2020,4200
2020,200
2020,1600
2020,22000
2020,57200
2020,310500
2020,10500
2020,22500
2020,2000
2020,300
2020,32000
2020,4000
2020,15800
2020,30700
2020,18800
2020,20200
2020,70300
2020,0
2020,0
2020,2523500
2020,3500
2020,0
2020,7000
2020,800
2020,80000
2020,169500
2020,209800
2020,100800
2020,49700
2020,4700
2020,200
2020,1200
2020,37000
2020,1100
2020,0
2020,96200
2020,2600
2020,0
2020,0
2020,508400
2020,6100
2020,11000
2020,3800
2020,300
2020,120000
2020,39700
2020,45600
2020,20100
2020,15500
2020,20600
2020,82900
2020,500
2020,0
2020,4155100
2020,66700
2020,0
2020,1000
2020,0
2020,12000
2020,100
2020,1000
2020,0
2020,1400
2020,159500
2020,3067900
2020,225500
2020,0
2020,2500
2020,200
2020,12700
2020,9500
2020,1400
2020,0
2020,6400
2020,0
2020,0
2020,4000
2020,18700
2020,200
2020,77000
2020,14300
2020,0
2020,200400
2020,33800
2020,0
2020,1175000
2020,76500
2020,11100
2020,6300
2020,31000
2020,200
2020,300
2020,3000
2020,11700
2020,553800
2020,435600
2020,59700
2020,1000
2020,1000
2020,1000
2020,-218900
2020,346200
2020,0
2020,-13252
2020,135200
2020,-431
2020,0
2020,-2211900
2020,0
2020,0
2020,28300
2020,-321728.52
2020,1000
2020,0
2020,-541058.64
2020,800
2020,0
2020,125900
2020,6600
2020,0
2020,5400
2020,1900
2020,300
2020,0
2020,0
2020,1900
2020,1300
2020,2637000
2020,125000
2020,14000
2020,67000
2020,75000
2020,300
2020,210800
2020,119696.78
2020,0
2020,11000
2020,7000
2020,1100
2020,20700
2020,100
2020,800
2020,4600
2020,1500
2020,0
2020,33000
2020,0
2020,575700
2020,424800
2020,1274700
2020,432700
2020,221400
2020,180100
2020,17000
2020,102400
2020,641700
2020,544500
2020,140000
2020,224800
2020,0
2020,12500
2020,356000
2020,0
2020,100
2020,-815000
2020,0
2020,1500
2020,-724700
2020,0
2020,-8275.84
2020,0
2020,607600
2020,110481.36
2020,42900
2020,0
2020,378047.14999999997
2020,4007.04
2020,0
2020,0
2020,0
2020,5200
2020,534000
2020,0
2020,0
2020,32700
2020,1474600
2020,0
2020,17000
2020,0
2020,100
2020,6500
2020,74500
2020,248700
2020,800
2020,500
2020,500
2020,3900
2020,7200
2020,0
2020,118400
2020,575400
2020,134800
2020,258000
2020,272600
2020,14687600
2020,50300
2020,2400
2020,500
2020,1000
2020,22400
2020,0
2020,100100
2020,1500
2020,90400
2020,0
2020,1000
2020,406000
2020,100000
2020,300
2020,1000
2020,-5344260.71
2020,-18044060
2020,-1400851.6800000002
2020,-2706609
2020,22148824.439999998
2020,17494.460000000003
2020,1035.31
2020,0
2020,0
2020,4030.42
2020,0
2020,-5197.98
2020,2044849.6900000002
2020,1018700
2020,0
2020,27111.37
2020,101600
2020,12.27
2020,70565.34
2020,20000
2020,0
2020,64000
2020,0
2020,-25378
2020,24042
2020,1218539.7
2020,480250.56
2020,-119
2020,6296.929999999999
2020,11017.99
2020,-30
2020,395.82
2020,284470.02
2020,123434.18000000001
2020,1726016.2
2020,0
2020,1430.37
2020,29536.69
2020,26935.37
2020,-250000
2020,1558.42
2020,0
2020,1386353.02
2020,0
2020,43505.55
2020,443385.9
2020,50213.310000000005
2020,501.03
2020,89836.95
2020,-4633.63
2020,59942.880000000005
2020,454.03
2020,126893.31
2020,28058.03
2020,19145.55
2020,640993.58
2020,671.57
2020,833221.56
2020,172323.57
2020,378016.83999999997
2020,476000
2020,1604300
2020,7400
2020,145000
2020,1994000
2020,0
2020,180100
2020,94700
2020,544600
2020,4000
2020,172600
2020,0
2020,10400
2020,409900
2020,0
2020,69600
2020,1193400
2020,45200
2020,400
2020,46500
2020,109100
2020,0
2020,5589760.5
2020,372800
2020,2000
2020,500
2020,8100
2020,8600
2020,6000
2020,21600
2020,4312.64
2020,167300
2020,837800
2020,262900
2020,0
2020,0
2020,175300
2020,366200
2020,429400
2020,11367500
2020,900
2020,300
2020,85700
2020,0
2020,134000
2020,100
2020,2500
2020,1000
2020,0
2020,315400
2020,0
2020,4045108.29
2020,3200
2020,0
2020,107376.43999999999
2020,5200
2020,0
2020,-16537.18
2020,5500
2020,0
2020,-155077
2020,207.79
2020,500
2020,0
2020,158172.23
2020,200
2020,0
2020,0
2020,0
2020,0
2020,-9413382.34
2020,0
2020,0
2020,0
2020,25755976.35
2020,9521081.860000001
2020,4323813.1
2020,2638308.23
2020,996176.65
2020,281988.08
2020,568165.4
2020,69159.51
2020,215487.73
2020,1973935.6
2020,1000
2020,16777159.629999999
2020,7357706.35
2020,4131247.9499999997
2020,67951.98
2020,15396.349999999999
2020,1469.1799999999998
2020,28384.23
2020,73630.25
2020,149991.86
2020,73969.23999999999
2020,235483.78
2020,124968.01
2020,16686.7
2020,112566.48
2020,6654.18
2020,164329.17
2020,843980.7799999999
2020,46864.55
2020,93947.06
2020,2817.2599999999998
2020,127524.55
2020,2000
2020,8729.32
2020,289605.45
2020,69900
2020,608122.97
2020,103300
2020,485.40999999999997
2020,105600
2020,291896.85
2020,177400
2020,59382.880000000005
2020,0
2020,46950.68
2020,1158900
2020,3860.56
2020,1747500
2020,174885.94999999998
2020,50300
2020,23400
2020,6900
2020,600
2020,3400
2020,2000
2020,5200
2020,12000
2020,2500
2020,100
2020,15000
2020,10000
2020,5000
2020,1500
2020,1500
2020,2000
2020,2000
2020,9000
2020,1600
2020,300
2020,0
2020,2000
2020,600
2020,-3835.4900000000002
2020,11609.720000000001
2020,31343.35
2020,0.01
2020,48650.3
2020,1567.11
2020,34091.47
2020,8261.83
2020,3835.4900000000002
2020,3346855.9
2020,120.22
2020,25149.420000000002
2020,29648.980000000003
2020,8528.61
2020,317491.2
2020,1172761.35
2020,28205.440000000002
2020,-12207.630000000001
2020,-1085.1799999999998
2020,-428769.05
2020,1476731.45
2020,-108463.32
2020,693497.7
2020,-1000000
2020,-1168925.9
2020,-640162.39
2020,-21668.03
2020,500
2020,2200
2020,5400
2020,2000
2020,5200
2020,41000
2020,2500
2020,0
2020,181300
2020,130500
2020,400
2020,4000
2020,1500
2020,1000
2020,300
2020,1000
2020,0
2020,1000
2020,1100
2020,2600
2020,2600
2020,36700
2020,10000
2020,0
2020,400
2020,0
2020,0
2020,0
2020,0
2020,260800
2020,94900
2020,0
2020,0
2020,0
2020,0
2020,0
2020,3400
2020,14000
2020,4800
2020,2500
2020,1000
2020,200
2020,2100
2020,100
2020,14200
2020,15.96
2020,2152.08
2020,2898
2020,3107.13
2020,35.05
2020,5002.74
2020,29030.960000000003
2020,7988.81
2020,284.91999999999996
2020,3403.2
2020,11063.47
2020,0
2020,0
2020,47.52
2020,869.62
2020,-5745
2020,190592.38999999998
2020,8382.29
2020,50.87
2020,79232.97
2020,107631.11
2020,1304.78
2020,1361.55
2020,0
2020,18301.53
2020,66.64999999999999
2020,0
2020,352.94
2020,0
2020,30
2020,16659.91
2020,36608.97
2020,15657.88
2020,44559.43
2020,100025.19
2020,35737.5
2020,252832.87
2020,437176.97000000003
2020,245.35000000000002
2020,41667.53
2020,167786.22
2020,31831.39
2020,70997.20999999999
2020,3608.3500000000004
2020,20.35
2020,13611.39
2020,0
2020,415.98999999999995
2020,0
2020,1130.91
2020,28005.36
2020,4504.5
2020,17474.260000000002
2020,27116.460000000003
2020,26770.17
2020,17291.62
2020,3490.09
2020,6817.92
2020,817.9599999999999
2020,664.49
2020,4934.18
2020,108795.40999999999
2020,9104.53
2020,32947.8
2020,1075.37
2020,1494.25
2020,148547
2020,8093.64
2020,112331.16
2020,7219.26
2020,2343.56
2020,7515.96
2020,-1573582
2020,-484735.72000000003
2020,182092.87999999998
2020,230007
2020,5109546.94
2020,176319.3
2020,2576.16
2020,463150.86
2020,17500
2020,2437.42
2020,1169.33
2020,5541.06
2020,116.54
2020,98.98
2020,765.53
2020,534
2020,859.5
2020,301.5
2020,1962.86
2020,56.39
2020,22.1
2020,829.49
2020,0
2020,0
2020,1151697.6300000001
2020,915219.7
2020,298.94
2020,1308.12
2020,3159.74
2020,555355.2
2020,1024231.53
2020,1168643.02
2020,1001.19
2020,5779.05
2020,1738.25
2020,914.92
2020,874.76
2020,141143
2020,1617.4
2020,68230.08
2020,2556.25
2020,506238.19
2020,230585.51
2020,905.05
2020,326029.4
2020,1136.3
2020,9540.33
2020,1339.08
2020,2025.78
2020,-134924.87
2020,5460.05
2020,259041.17
2020,3563.84
2020,22444.920000000002
2020,-83183.98999999999
2020,71.22
2020,1667879.76
2020,4043.77
2020,11592
2020,36874.950000000004
2020,503.67
2020,3463672.22
2020,4641.48
2020,2896.15
2020,956.3399999999999
2020,295.91999999999996
2020,-36874.950000000004
2020,-11709253.93
2020,75334.7
2020,3737.96
2020,7253.72
2020,259659
2020,25566.3
2020,145310.41999999998
2020,23571.43
2020,63321.11
2020,2111117.3099999996
2020,2854.52
2020,10793.79
2020,3323.6
2020,41875.89
2020,0
2020,11185.77
2020,2524.3300000000004
2020,249.8
2020,-16400.649999999998
2020,38327.5
2020,2440.75
2020,-100000
2020,100000
2020,528216.88
2020,42111.48
2020,-2321723.07
2020,115548.48
2020,197438.64
2020,429635.4
2020,617639.89
2020,311458.12
2020,150727.79
2020,427.96
2020,-1323281.1700000002
2020,34928.759999999995
2020,407.04
2020,205.82000000000002
2020,2780.9
2020,119157.86
2020,33057.27
2020,90091.31
2020,22896
2020,3258.52
2020,150.6
2020,24097.649999999998
2020,112233.27
2020,27617.35
2020,9470.46
2020,23554.18
2020,0
2020,134
2020,128.06
2020,256.82
2020,127450.53
2020,-103.57
2020,2678.08
2020,505506.88
2020,727848.6699999999
2020,165166.84999999998
2020,692991.3
2020,183791.96
2020,49509.11
2020,2827.7599999999998
2020,1090.24
2020,1069.27
2020,0
2020,9640.210000000001
2020,15370.849999999999
2020,2672.68
2020,3576.21
2020,4218.14
2020,0
2020,551.92
2020,58.44
2020,8752.91
2020,11859.7
2020,1449.23
2020,23631.4
2020,14028.78
2020,6803.91
2020,6458.87
2020,552.8599999999999
2020,5523.92
2020,44361.119999999995
2020,2754.59
2020,416889.45
2020,7444.76
2020,3358.6
2020,178289.76
2020,113.04
2020,22711.32
2020,-554766.3
2020,-113.04
2020,127485.36
2020,42041.36
2020,216.01
2020,26632.52
2020,115848.52
2020,141.23
2020,39461.61
2020,107203.09
2020,35.75
2020,12736.69
2020,165032.97999999998
2020,207399.55
2020,526356.6699999999
2020,908.89
2020,-1371322.5
2020,321751.63
2020,956.55
2020,41713.14
2020,6150.78
2020,857.7
2020,437.56
2020,545.8399999999999
2020,2836.3300000000004
2020,18183.21
2020,75.35
2020,-45112.950000000004
2020,14510.97
2020,158.75
2020,513.24
2020,488.19
2020,-2249.3300000000004
2020,-17750.37
2020,17750.37
2020,353.57
2020,3006.58
2020,878.9599999999999
2020,2718.5
2020,1514.25
2020,1027.6899999999998
2020,-165151.31
2020,16746.12
2020,49544.5
2020,89253.9
2020,107.24000000000001
2020,0
2020,8970
2020,877.8299999999999
2020,-35.4
2020,1116.32
2020,453910.17
2020,894240.39
2020,0
2020,795263.66
2020,2387.63
2020,134095.22
2020,14503.54
2020,0
2020,277.5
2020,1521.25
2020,447.92999999999995
2020,0
2020,1918.9
2020,55192.09
2020,87420.79
2020,4594.46
2020,0
2020,0
2020,25.439999999999998
2020,1984.25
2020,77918.65000000001
2020,81.41000000000001
2020,18.91
2020,2508.4
2020,39855.719999999994
2020,4953.96
2020,15453.19
2020,4.08
2020,20395.88
2020,1078.1499999999999
2020,1162.37
2020,142870.68
2020,0
2020,96347.15000000001
2020,551.58
2020,5810.28
2020,85003.36
2020,0
2020,10103.06
2020,87.34
2020,1159.86
2020,5557.7
2020,107.6
2020,1591.1499999999999
2020,2029.75
2020,1599.6499999999999
2020,5473.96
2020,4234.610000000001
2020,53613.810000000005
2020,16001.76
2020,3179.24
2020,1704.93
2020,649.9599999999999
2020,0
2020,212.6
2020,252883.14
2020,141745.99
2020,132923.41999999998
2020,126.28
2020,3177.15
2020,0
2020,10602.39
2020,414651.64999999997
2020,361720.52
2020,206650.37
2020,2384453.4099999997
2020,97658.65000000001
2020,11692.210000000001
2020,45596.37
2020,29
2020,0
2020,56499.7
2020,24727.68
2020,9641.25
2020,235962.63
2020,0
2020,0
2020,5705751.05
2020,0
2020,3616700
2020,1865666.1300000001
2020,0
2020,1221500
2020,10193400
2020,0
2020,471169.87
2020,60350.1
2020,5486.56
2020,256125.87
2020,930000
2020,0
2020,10684.8
2020,59997.689999999995
2020,11005628.62
2020,-11005628.62
2020,12282600
2020,22266000
2020,46848.91
2020,6976.26
2020,50.96
2020,162.83
2020,154756.07
2020,50959.91
2020,607.4399999999999
